window,channel,breakdown,dimension_value,sessions,transactions,purchase_revenue,items_viewed,items_added_to_cart,items_purchased,item_revenue,activity_status,purchase_dedup_note,refresh_id,source
2026-09-09..2026-09-14,all,landing_page,/czechia/en/health/neschopenka-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/czechia/en/services/muzske-zdravi-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/czechia/en/services/neschopenka-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/czechia/pt/gp-consultation-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/czechia/pt/services/lekar-online-praha,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/cs,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/cs/contact,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/de,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/de/doctors/dr-tiago-miguel-figueira,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/de/tools/bmi-calculator,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/blog,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/doctors/dr-ahmed-maklad,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/doctors/dr-fahad-farooq,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/doctors/dr-tiago-miguel-figueira,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/lab-tests/heart-health-cholesterol-test,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/legal/terms-of-service,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/see-a-specialist,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/services/sick-certificate-ireland,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/tools/blood-pressure-chart,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/en/tools/calorie-calculator,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/es/checkout,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/pt/blog/illness-benefit-irlanda-valor-pagamento-2026,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/pt/checkout/success,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/pt/tools/osteoporosis-risk-checker,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/ro,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/ro/blog/illness-benefit-irlanda-cum-soliciti,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/ireland/ro/blog/illness-benefit-irlanda-suma-plata-2026,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/cs/services/gestao-da-dor,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/en/services/consulta-de-psicologia,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/en/services/consulta-de-psiquiatria,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/es,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/es/careers,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/es/doctors,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/doctors/dr-joana-branco-maia,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/doctors/dr-margarida-andrade,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/doctors/dr-ruben-pereira,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/see-a-specialist,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/services/consulta-de-psiquiatria,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/pt/services/saude-mental,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/portugal/ro/blog/concediu-medical-psihologic-cine-il-poate-elibera-cat-se-primeste-si-de-ce-nu-se,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/romania/de,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/romania/en/blog/diabetes-the-silent-disease-5,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/romania/en/services/evaluare-durere,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/romania/en/tools/blood-pressure-chart,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/romania/ro/book,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/cs/blog/jak-snizit-krevni-tlak-co-funguje-podle-smernic-a-co-jen-vypada-ze-funguje,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/cs/services/consulta-piel-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/de/blog/blutdruck-senken-was-laut-leitlinien-wirkt-und-was-nur-so-wirkt,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/book,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/doctors/dr-alfredo-del-valle,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/doctors/dr-leandro-wang,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/doctors/dr-luz-marina-zuluaga-rios,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/see-a-specialist,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/services/consulta-medica-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/services/consulta-piel-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/en/services/musculoesqueletico-online,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/es/blog/como-bajar-la-tension-que-funciona-segun-la-evidencia,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/es/blog/tension-alta-sintomas-cuando-urgencias,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/es/doctors/dr-fidel-mesa-prado,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/es/doctors/dr-romulo-brito,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/es/tools/adhd-test,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/pt/careers,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/ro/blog/concediu-medical-anxietate-spania,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-09-09..2026-09-14,all,landing_page,/spain/ro/blog/cum-se-scade-tensiunea-ce-functioneaza-conform-ghidurilor-si-ce-doar-pare-sa-fun,1,0,0,,,,,none,,R2026-09-15-GA4,ga4_ecommerce_landing_page_window2_all.json
2026-07-25..2026-08-01,organic_search,item,[NO ROWS],,,,,,,,none,No matching ecommerce activity was reported for this period and channel.,R2026-09-15-GA4,ga4_ecommerce_item_window1_organic.json
2026-09-09..2026-09-14,organic_search,item,[NO ROWS],,,,,,,,none,No matching ecommerce activity was reported for this period and channel.,R2026-09-15-GA4,ga4_ecommerce_item_window2_organic.json
2026-07-25..2026-08-01,all,item,[NO ROWS],,,,,,,,none,No matching ecommerce activity was reported for this period and channel.,R2026-09-15-GA4,ga4_ecommerce_item_window1_all.json
2026-09-09..2026-09-14,all,item,[NO ROWS],,,,,,,,none,No matching ecommerce activity was reported for this period and channel.,R2026-09-15-GA4,ga4_ecommerce_item_window2_all.json
