observed_at,country,prospect_domain,prospect_url,prospect_type,relevance,authority_metric,proposed_target,rationale,priority,outreach_status,origin,source_file,paid_link
2026-09-15,czechia,pksokna.cz,https://www.pksokna.cz/prakticke-a-v-lete-nezbytne-vyzbrojte-sva-okna-sitemi-proti-hmyzu,relevant-site review,medical/expat resource,domain_rank 66,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-komarno.sk,https://www.info-komarno.sk/katalog/instituce-a-organizace/Zdravotnicka-zarizeni/nemocnice/luzkova-oddeleni/orl-oddeleni/okres-104-komarno-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-michalovce.sk,https://www.info-michalovce.sk/katalog/instituce-a-organizace/Zdravotnicka-zarizeni/nemocnice/luzkova-oddeleni/orl-oddeleni/okres-150-michalovce-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-mikulas.sk,https://www.info-mikulas.sk/katalog/instituce-a-organizace/Zdravotnicka-zarizeni/nemocnice/luzkova-oddeleni/orl-oddeleni/okres-115-liptovsky-mikulas-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-slovensko.sk,https://www.info-slovensko.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/stat-2-slovenska-republika-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-poprad.sk,https://www.info-poprad.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/okres-140-poprad-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-prievidza.sk,https://www.info-prievidza.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/okres-101-prievidza-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-zilina.sk,https://www.info-zilina.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/okres-121-zilina-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-presov.sk,https://www.info-presov.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-141-presov-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-levice.sk,https://www.info-levice.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-105-levice-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-humenne.sk,https://www.info-humenne.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-136-humenne-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-bystrica.sk,https://www.info-bystrica.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-122-banska-bystrica-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-novaves.sk,https://www.info-novaves.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-153-spisska-nova-ves-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-martin.sk,https://www.info-martin.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/okres-116-martin-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-trencin.sk,https://www.info-trencin.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/radiodiagnostika/mamologia/okres-103-trencin-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-bardejov.sk,https://www.info-bardejov.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/nemocnice/lozkove-oddelenia/interne-oddelenia/okres-135-bardejov-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-piestany.sk,https://www.info-piestany.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/nemocnice/lozkove-oddelenia/chirurgia/okres-91-piestany-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-povazskabystrica.sk,https://www.info-povazskabystrica.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/interne-ambulancie/plucne-ambulancie/okres-100-povazska-bystrica-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-zvolen.sk,https://www.info-zvolen.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/lekarske-ordinacie/interne-ambulancie/plucne-ambulancie/okres-132-zvolen-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-kosice.sk,https://www.info-kosice.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/nemocnice/obec-7318-kosice-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-novezamky.sk,https://www.info-novezamky.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/nemocnice/lozkove-oddelenia/ocne-oddelenie/okres-107-nove-zamky-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-jihlava.cz,https://www.info-jihlava.cz/katalog/instituce-a-organizace/zdravotnicka-zarizeni/pracovnelekarske-sluzby/okres-70-jihlava-strana-1.html,health/medical publication,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vareni.cz,https://www.vareni.cz/magazin/co-o-nas-rikaji-centimetry-v-pase/,relevant-site review,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,meditorial.cz,https://www.meditorial.cz/pribeh-meditorial,relevant-site review,medical/expat resource,domain_rank 65,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,profitonline.cz,https://profitonline.cz/nejvetsi-dilema-zivota-ukoncit-tehotenstvi-nebo-ne/,relevant-site review,medical/expat resource,domain_rank 64,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,alik.cz,https://www.alik.cz/p/259782,relevant-site review,medical/expat resource,domain_rank 64,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,prolekare.cz,https://www.prolekare.cz/en/journals/perspectives-in-surgery/2023-4-1/rozsah-chirurgickeho-vykonu-u-triple-negativnich-karcinomu-prsu-134594,health/medical publication,medical/expat resource,domain_rank 63,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,hudy.cz,https://www.hudy.cz/zakladni-outdoor-vybaveni-lekarnicka,health/medical publication,medical/expat resource,domain_rank 63,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,c-budejovice.cz,https://www.c-budejovice.cz/zdravotni-socialni-pece-seniori,health/medical publication,medical/expat resource,domain_rank 63,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,zdrave.cz,https://www.zdrave.cz/pece-o-telo/prolezeniny-proc-je-nepodcenovat-a-kdy-mohou-byt-i-zivotu-nebezpecne/,health/medical publication,medical/expat resource,domain_rank 61,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,healthpro.group,https://healthpro.group/sk/,health/medical publication,medical/expat resource,domain_rank 61,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,zitteplice.cz,https://www.zitteplice.cz/co-byste-meli-vedet-o-svem-krevnim-tlaku/,relevant-site review,medical/expat resource,domain_rank 61,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,podmaz.sk,https://podmaz.sk/podcast/psychochat/5897244084-e33-manicke-predsevzeti-motivace-vyhoreni-vnimani-noveho-roku-a-mnohem-vic,relevant-site review,medical/expat resource,domain_rank 61,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,hedvabnastezka.cz,https://www.hedvabnastezka.cz/kuze-kterou-se-prilis-nechlubime/,relevant-site review,medical/expat resource,domain_rank 61,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ifirmy.cz,https://ifirmy.cz/firma/266360-detsky-lekar-kartouzska-sro,health/medical publication,medical/expat resource,domain_rank 60,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,top.cz,https://www.top.cz/pomuze-rodicovska-ochranna-sit-a-vytvoreni-ritualu-a-pravidel,relevant-site review,medical/expat resource,domain_rank 60,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,beremese.cz,https://www.beremese.cz/magazine/vdavam-se-a-jsem-v-tom-planujete-s-partnerem-svatbu-a-mate-pocit-ze-se-necitite-ve-sve-kuzi,relevant-site review,medical/expat resource,domain_rank 60,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,naseporodnice.cz,https://www.naseporodnice.cz/clanek-tehotenstvim-krok-za-krokem.php,relevant-site review,medical/expat resource,domain_rank 60,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mesicnikzdravi.cz,https://www.mesicnikzdravi.cz/spankova-apnoe-u-zen-priznaky-a-lecba/,health/medical publication,medical/expat resource,domain_rank 59,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,damskydenik.cz,https://damskydenik.cz/pr-clanky/priprava-na-porod-vas-zbavi-strachu-a-nejistoty/,news/media,medical/expat resource,domain_rank 59,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,Possible source-update or expert-comment opportunity; no paid placement assumed.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,faei.cz,https://faei.cz/nejvetsi-dilema-zivota-ukoncit-tehotenstvi-nebo-ne/,relevant-site review,medical/expat resource,domain_rank 59,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,info-ruzomberok.sk,https://www.info-ruzomberok.sk/katalog/institucie-a-organizacie/zdravotnicke-zariadenia/nemocnice/lozkove-oddelenia/ocne-oddelenie/okres-118-ruzomberok-strana-1.html,health/medical publication,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,e-teplicko.cz,https://www.e-teplicko.cz/zpravy/zajimavosti/215032-nastartovani-uzdravovacich-procesu-v-tele,health/medical publication,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vecerni-praha.cz,https://www.vecerni-praha.cz/zablokovana-pater-neboli-houser-alespon-jednou-potrapi-az-90-populace/,relevant-site review,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,peknebydleni.cz,https://www.peknebydleni.cz/aby-bylo-bydleni-pratelske/,relevant-site review,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,trustaine.com,https://trustaine.com/businesses/euc.cz,relevant-site review,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,e-mostecko.cz,https://www.e-mostecko.cz/zpravy/zajimavosti/157727-dukladne-vysetreni-odhali-pricinu-potizi,relevant-site review,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,iporadna.cz,https://iporadna.cz/aspergruv-syndrom/,relevant-site review,medical/expat resource,domain_rank 58,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,worldmednet.cz,https://www.worldmednet.cz/world_news/wegovy-je-od-1-5-2025-dostupny-i-v-cr/,relevant-site review,medical/expat resource,domain_rank 57,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,estheticon.cz,https://www.estheticon.cz/pacienti/johy2/kazdy-pul-rok-vypln-brady-i121464,relevant-site review,medical/expat resource,domain_rank 57,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,fnusa.cz,https://www.fnusa.cz/rozpad-svalove-hmoty-krupani-kosti/,relevant-site review,medical/expat resource,domain_rank 57,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mladilekarnici.cz,https://mladilekarnici.cz/2023/02/mladi-lekarnici-a-mladi-lekari-maji-zajem-urcovat-trend-diskuze-ve-zdravotnictvi-akce-medidays-2023-byla-unikatni-kvalitou-obsahu-i-skladbou-hostu/,health/medical publication,medical/expat resource,domain_rank 57,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,jenprotehotne.cz,https://www.jenprotehotne.cz/zenske-otazky/,relevant-site review,medical/expat resource,domain_rank 56,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,desitka.cz,https://desitka.cz/2022/04/26/fyzioterapie-praha-bolesti-kloubu%CC%8A/,relevant-site review,medical/expat resource,domain_rank 56,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,twine.net,https://www.twine.net/nachtmann,relevant-site review,medical/expat resource,domain_rank 56,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,maminyrecepty.cz,https://www.maminyrecepty.cz/novinky/sos-plan-jak-zhubnout-za-tyden-co-nejvic-kdyz-potrebujete-rychle-zhubnout/,relevant-site review,medical/expat resource,domain_rank 56,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,medijob.cz,https://www.medijob.cz/nabidka/lekar-orl-kladno-hutska/,health/medical publication,medical/expat resource,domain_rank 55,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,onconet.cz,https://www.onconet.cz/index-en.php?pg=detail-zdravotnicke-zarizeni&id=125,health/medical publication,medical/expat resource,domain_rank 55,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,omlazeni.cz,https://www.omlazeni.cz/clanky/Zanet-spojivek-muze-byt-zakerny-Jak-s-nim-bojovat.html,relevant-site review,medical/expat resource,domain_rank 55,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,technofizi.net,https://technofizi.net/sitelike/ulekare.cz,health/medical publication,medical/expat resource,domain_rank 54,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,linkos.cz,https://www.linkos.cz/lekar-a-multidisciplinarni-tym/narodni-onkologicka-sit/mapa-komplexni-onkologicke-pece-cr/?,health/medical publication,medical/expat resource,domain_rank 54,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,radyprovsechny.cz,https://www.radyprovsechny.cz/na-cem-si-pochutnaji-zdrave-zuby-a-dasne/,health/medical publication,medical/expat resource,domain_rank 53,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,regionkladensko.cz,https://www.regionkladensko.cz/zdravotnictvi/22092-laborator-euc-klinika-kladno-kladno.html,health/medical publication,medical/expat resource,domain_rank 53,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,euclekarna.cz,https://www.euclekarna.cz/blog/inzulin-pomaha-jiz-100-let-od-roku-1921,health/medical publication,medical/expat resource,domain_rank 53,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,vysokahra.cz,https://www.vysokahra.cz/civilizacni-choroby-aneb-jake-nemoci-nejvice-trapi-vyspele-spolecnosti/,health/medical publication,medical/expat resource,domain_rank 53,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
