issue_type,severity,url,detail,how_to_fix_short,evidence_file
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/careers,"{""length"": 205}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/press,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/health/online-prescription-ireland,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/pt/health/hypertension,"{""length"": 173}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/health/hypertension,"{""length"": 175}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/cs/health/hypertension,"{""length"": 178}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/health/hypertension,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/health/diabetes,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/dr-muhammad-usman-yoosuf,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/es/blog/evaluacion-del-tdah-en-adultos-en-irlanda-la-via-publica-la-via-privada-y-que-oc,"{""length"": 165}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/de/blog/adhs-diagnostik-bei-erwachsenen-in-irland-der-offentliche-weg-der-private-weg-un,"{""length"": 174}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/pt/doctors/beatriz-carvalho,"{""length"": 209}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/pt/tools/sore-throat-checker,"{""length"": 266}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/pt/careers,"{""length"": 169}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/portugal/pt/press,"{""length"": 168}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/czechia/cs/tools/sore-throat-checker,"{""length"": 243}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/services/evaluare-durere,"{""length"": 209}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,"{""length"": 180}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/doctors/dr-robert-gabriel-brindus,"{""length"": 224}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/doctors/dr-alexandra-palaga,"{""length"": 230}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/doctors/dr-andreea-lorena-bica,"{""length"": 217}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/see-a-specialist,"{""length"": 244}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/lab-tests,"{""length"": 170}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,"{""length"": 192}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/adhd-test,"{""length"": 244}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/osteoporosis-risk-checker,"{""length"": 245}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/tools/sore-throat-checker,"{""length"": 274}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/about,"{""length"": 162}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/careers,"{""length"": 188}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/romania/ro/press,"{""length"": 177}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,"{""length"": 163}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/tools/adhd-test,"{""length"": 204}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator,"{""length"": 179}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker,"{""length"": 228}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/tools/sore-throat-checker,"{""length"": 239}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/about,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/careers,"{""length"": 167}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/brazil/pt/press,"{""length"": 166}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/dr-muhammad-tahir-arain,"{""length"": 161}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/maristela-ferro-nepomuceno,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors/silvia-alexandre-fernandes,"{""length"": 164}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-long,info,https://www.myglobalhealth.online/czechia/en/doctors/mudr-vojtech-cerny,"{""length"": 210}",Trim the description to roughly 70–160 characters while keeping the core message and call to action.,issues_all.json
meta-description-too-short,info,https://www.myglobalhealth.online/cart,"{""length"": 20}",Expand the description to roughly 70–160 characters that summarize the page and give a reason to click.,issues_all.json
meta-description-too-short,info,https://www.myglobalhealth.online/login,"{""length"": 25}",Expand the description to roughly 70–160 characters that summarize the page and give a reason to click.,issues_all.json
meta-description-too-short,info,https://www.myglobalhealth.online/register,"{""length"": 43}",Expand the description to roughly 70–160 characters that summarize the page and give a reason to click.,issues_all.json
meta-description-too-short,info,https://www.myglobalhealth.online/forgot-password,"{""length"": 56}",Expand the description to roughly 70–160 characters that summarize the page and give a reason to click.,issues_all.json
noindex-page,info,https://www.myglobalhealth.online/cart,"{""robotsMeta"": ""noindex, nofollow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/login,"{""robotsMeta"": ""noindex, nofollow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/register,"{""robotsMeta"": ""noindex, nofollow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/forgot-password,"{""robotsMeta"": ""noindex, nofollow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/es/faq,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/es/legal/medical-disclaimer,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/cs/faq,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/cs/legal/medical-disclaimer,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/ro/faq,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/ro/legal/medical-disclaimer,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/pt/faq,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/pt/legal/medical-disclaimer,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/de/faq,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/de/legal/medical-disclaimer,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/en/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/czechia/cs/doctors/dr-gabriele-felici,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/czechia/cs/doctors/dr-michael-nytra,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/czechia/cs/doctors/mudr-nataliya-kharlamova,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/pt/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/es/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/cs/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/ro/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
noindex-page,info,https://www.myglobalhealth.online/ireland/de/doctors/dr-arooj-iqbal-lodhi,"{""robotsMeta"": ""noindex, follow"", ""xRobotsTag"": null}","If this page should rank, remove the noindex directive. If it's intentional (admin, thank-you, filter pages), no action is needed.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/acute-medical-consultation,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/acute-medical-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/acute-medical-consultation,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/acute-medical-consultation,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/sick-certificate-ireland,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/sick-certificate-ireland,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/sick-certificate-ireland,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/treatment-review,"{""length"": 63}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/chronic-disease-consultation,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/chronic-disease-consultation,"{""length"": 68}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/chronic-disease-consultation,"{""length"": 64}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/chronic-disease-consultation,"{""length"": 70}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/chronic-disease-consultation,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/services/paediatric-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/paediatric-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/sick-certificate-ireland,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/weight-management-consultation,"{""length"": 63}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/mens-health-consultation,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/mens-health-consultation,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/mens-health-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/mens-health-consultation,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/mens-health-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/skin-dermatology-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/skin-dermatology-consultation,"{""length"": 76}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/hair-loss-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/hair-loss-consultation,"{""length"": 68}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/hair-loss-consultation,"{""length"": 63}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/hair-loss-consultation,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/hair-loss-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/services/musculoskeletal-pain-assessment,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/musculoskeletal-pain-assessment,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/musculoskeletal-pain-assessment,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/musculoskeletal-pain-assessment,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/musculoskeletal-pain-assessment,"{""length"": 69}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/musculoskeletal-pain-assessment,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/womens-health-consultation,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/womens-health-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/womens-health-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/womens-health-consultation,"{""length"": 70}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/womens-health-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/mental-health-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/mental-health-consultation,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/services/mental-health-consultation,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/mental-health-consultation,"{""length"": 69}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/mental-health-consultation,"{""length"": 76}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/services/second-opinion-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/second-opinion-consultation,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/second-opinion-consultation,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/second-opinion-consultation,"{""length"": 64}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/second-opinion-consultation,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/travel-health-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/travel-health-consultation,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/travel-health-consultation,"{""length"": 66}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/travel-health-consultation,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/services/referral-and-investigations,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/services/referral-and-investigations,"{""length"": 64}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/services/referral-and-investigations,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/services/travel-health-consultation,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/services/referral-and-investigations,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/de/services/referral-and-investigations,"{""length"": 70}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en,"{""length"": 67}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/tools/osteoporosis-risk-checker,"{""length"": 71}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/doctors/dr-mohamed-fadzly-bin-mohamed,"{""length"": 63}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/en/blog/when-to-see-a-gp-online-vs-in-person,"{""length"": 71}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/health/expat-healthcare,"{""length"": 64}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/blog/medico-online-o-presencial-guia-por-sintomas-sobre-telemedicina-y-urgencias,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/see-a-specialist,"{""length"": 72}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/bmi-calculator,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/es/tools/blood-pressure-chart,"{""length"": 63}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/health/expat-healthcare,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/blog/medico-online-ou-consulta-presencial-guia-de-sintomas-para-telemedicina-e-urgenc,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/pt/see-a-specialist,"{""length"": 71}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/blog/online-prakticky-lekar-nebo-osobni-navsteva-pruvodce-telemedicinou-a-akutni-peci,"{""length"": 75}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/see-a-specialist,"{""length"": 64}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/cs/repeat-prescription-request,"{""length"": 68}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/doctors,"{""length"": 65}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/gp-consultation-online,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/health/respiratory-infections,"{""length"": 61}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
title-too-long,info,https://www.myglobalhealth.online/ireland/ro/health/expat-healthcare,"{""length"": 62}","Shorten the title to roughly 50–60 characters, front-loading the most important words.",issues_all.json
