url_id,norm,final_url,target_country,language,page_type,content_entity_id,source_file_or_model,title,meta_description,h1,word_count,faq_count,superlative_hits,em_per_1k,em_dash_count,exclamation_count,impressions_W1,clicks_W1,primary_query,scanner_flags,sel,evidence,json_ld_types,indexability
U004403,https://www.myglobalhealth.online/spain/es/doctors/dr-alfredo-del-valle,https://www.myglobalhealth.online/spain/es/doctors/dr-alfredo-del-valle,Spain,es,doctor,doctor:es:dr-alfredo-del-valle,,Dr. Alfredo del Valle — Dermatólogo | CGCOM 282885136,"Videoconsulta con el Dr. Alfredo del Valle, dermatólogo colegiado (CGCOM 282885136). Dermatología médica y estética, en español e inglés.",Dr. Alfredo del Valle Moreno Montañez,1667.0,6.0,0.0,7.798440311937612,13.0,0.0,127.0,20.0,alfredo del valle moreno montañez,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004403.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Person|ImageObject|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|BreadcrumbList|ListItem|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U004368,https://www.myglobalhealth.online/spain/en/services/psiquiatra-online,https://www.myglobalhealth.online/spain/en/services/psiquiatra-online,Spain,en,service,service:es:psiquiatra-online,,Psychiatrist Online Spain | Specialist Psychiatric Assessment,"ADHD, bipolar disorder or another psychiatric concern in Spain? Registered psychiatrists assess you by secure video call, wherever you are in Spain.",Specialist Psychiatry — Online Psychiatric Assessment in Spain,2702.0,10.0,1.0,29.607698001480383,80.0,0.0,123.0,0.0,psiquiatra online,em_dash_29.6/1k,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004368.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem|ListItem|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|MedicalProcedure|ReserveAction|Service|Country|MedicalOrganization|Offer|QuantitativeValue,index
U000877,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,Czechia,cs,tool,,,BMI kalkulačka | Výpočet BMI online · Global Health,Spočítejte si BMI z výšky a hmotnosti. Výsledek používá orientační kategorie pro dospělé a nenahrazuje individuální zdravotní posouzení.,BMI kalkulačka,1464.0,8.0,0.0,8.196721311475411,12.0,0.0,847.0,0.0,bmi kalkulačka,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000877.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000876,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,Czechia,cs,tool,,,Krevní tlak: kalkulačka a tabulka hodnot · Global Health,"Zkontrolujte orientační kategorii krevního tlaku, správný postup měření a situace, kdy je vhodná konzultace nebo akutní pomoc.",Kalkulačka a tabulka krevního tlaku,1600.0,8.0,0.0,8.75,14.0,0.0,712.0,20.0,krevní tlak kalkulačka,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000876.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000879,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,Czechia,cs,tool,,,Těhotenská kalkulačka | Termín porodu a týdny,Odhadněte termín porodu a týden těhotenství podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.,Těhotenská kalkulačka,1496.0,8.0,0.0,7.352941176470588,11.0,0.0,273.0,2.0,v kolikátém týdnu se rodí,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000879.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000818,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,Czechia,cs,blog_post,,,Neschopenka: jak funguje eNeschopenka (2026) · Global Health,"Jak funguje elektronická neschopenka: kdo ji smí vystavit, jak se o ní dozví zaměstnavatel, pravidla vycházek a kdy lze neschopenku vystavit zpětně.","Neschopenka: jak funguje eNeschopenka, vycházky a výplata nemocenské",1909.0,6.0,0.0,8.90518596123625,17.0,0.0,243.0,0.0,neschopenka,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000818.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000881,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,Czechia,cs,tool,,,Ovulační kalkulačka | Plodné dny a ovulace · Global Health,Odhadněte den ovulace a plodné dny podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.,Ovulační kalkulačka,1639.0,8.0,0.0,9.762050030506407,16.0,0.0,157.0,1.0,ovulační kalkulačka,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000881.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000878,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,Czechia,cs,tool,,,Kalkulačka kalorií | Denní kalorický příjem · Global Health,"Odhadněte denní kalorický příjem pro udržení, hubnutí nebo nabírání podle rovnice Mifflin-St Jeor. Výsledek je orientační.",Kalkulačka kalorií,1594.0,8.0,0.0,14.429109159347552,23.0,0.0,153.0,1.0,kalorická kalkulačka,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000878.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000959,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,Czechia,en,blog_post,,,Neschopenka: the Czech sick note explained · Global Health,"How the Czech eNeschopenka works: who may issue it, how your employer is notified, the rules on permitted outings, and when it can be backdated.",Neschopenka: how the Czech electronic sick note actually works,2336.0,6.0,0.0,6.8493150684931505,16.0,0.0,138.0,0.0,neschopenka anglicky,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000959.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
HOME-CZ,https://www.myglobalhealth.online/czechia/cs,https://www.myglobalhealth.online/czechia/cs,Czechia,cs,market_home,,,Online lékař v Česku | Registrovaní lékaři · Global Health,Online konzultace s lékaři registrovanými v Česku. Vyberte službu a volný termín; další postup vždy závisí na klinickém posouzení.,Online lékařská péče v Česku,1884.0,6.0,1.0,9.023354564755838,17.0,0.0,124.0,8.0,global health,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/HOME-CZ.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|PropertyValue|Organization|BreadcrumbList|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000875,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,Czechia,cs,tool,,,ADHD test pro dospělé zdarma | Screening · Global Health,Vyplňte šest otázek screeningového testu ADHD pro dospělé. Výsledek není diagnóza; tu stanoví psychiatr nebo klinický psycholog.,ADHD test pro dospělé,1743.0,8.0,0.0,14.34308663224326,25.0,0.0,112.0,4.0,adhd test,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000875.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000816,https://www.myglobalhealth.online/czechia/cs/blog/lekar-online-24-7-co-vyresi,https://www.myglobalhealth.online/czechia/cs/blog/lekar-online-24-7-co-vyresi,Czechia,cs,blog_post,,,Lékař online 24/7: co lze řešit a kdy nestačí,"Zjistěte, co lze bezpečně probrat s lékařem online, jak konzultace probíhá a kdy je nutné osobní nebo akutní vyšetření.",Co vyřeší lékař online a kdy nestačí,2100.0,6.0,1.0,13.333333333333334,28.0,0.0,72.0,0.0,praktik online,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000816.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U004066,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tool,,,Calculator Calorii România | Necesarul Zilnic de Calorii,"Calculează de câte calorii ai nevoie pe zi ca să îți menții, să scazi sau să crești greutatea. Ecuația Mifflin-St Jeor, cinci niveluri de activitate și ce înseamnă de fapt cifrele.",Calculator calorii România,1882.0,8.0,1.0,0.0,0.0,0.0,2689.0,31.0,calculator calorii,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004066.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U004065,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,Romania,ro,tool,,,Calculator IMC România | Calculează-ți IMC · Global Health,"Calculează-ți indicele de masă corporală în câteva secunde. Sistem metric sau imperial, categoriile OMS pentru adulți și ce înseamnă cu adevărat rezultatul tău.",Calculator IMC România,1668.0,8.0,0.0,0.0,0.0,0.0,373.0,0.0,calculator imc,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004065.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003803,https://www.myglobalhealth.online/romania/en,https://www.myglobalhealth.online/romania/en,Romania,en,market_home,,,Online Doctor Romania | Registered GPs & Specialists,"Online medical consultations in Romania, in Romanian or English. Choose your doctor and check available appointment times when booking.",Online medical care in Romania,1672.0,6.0,0.0,4.186602870813397,7.0,0.0,349.0,0.0,romania specialist,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U003803.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|Organization|BreadcrumbList|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U003809,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,Romania,en,blog_post,,,"Low blood pressure: causes, what to do, and when to call 112","What low blood pressure means, the common causes, the steps recommended by the European guideline when you feel dizzy, why sugar water doesn't help, and when it's an emergency.","Low blood pressure: why it happens, what to do right away, and when not to wait",1797.0,4.0,1.0,0.0,0.0,0.0,278.0,0.0,nhs low blood pressure 90/60 symptoms official,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U003809.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
HOME-RO,https://www.myglobalhealth.online/romania/ro,https://www.myglobalhealth.online/romania/ro,Romania,ro,market_home,,,Medic Online România | Medici și Specialiști Înregistrați,"Consultații medicale online în România, în română sau engleză. Alegeți medicul și verificați orele disponibile la programare.",Îngrijire medicală online în România,1928.0,6.0,0.0,3.6307053941908713,7.0,0.0,196.0,0.0,consultatii online,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/HOME-RO.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|Organization|BreadcrumbList|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U004067,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,Romania,ro,tool,,,Calculator de Sarcină România | Data Nașterii și Săptămâni,"Află data probabilă a nașterii și în ce săptămână de sarcină ești, pornind de la prima zi a ultimei menstruații. Se ajustează după durata ciclului tău, cu toate cele 40 de săptămâni detaliate.",Calculator de sarcină România,1803.0,8.0,0.0,0.0,0.0,0.0,173.0,1.0,calculator sarcina,soft_404_signal,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004067.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003931,https://www.myglobalhealth.online/romania/es/tools/bmi-calculator,https://www.myglobalhealth.online/romania/es/tools/bmi-calculator,Romania,es,tool,,,Calculadora IMC Rumanía | Calcular tu Índice de Masa Corporal,"Calcula tu índice de masa corporal en segundos. Sistema métrico o imperial, categorías de la OMS para adultos y qué significa realmente tu resultado.",Calculadora IMC Rumanía,1584.0,6.0,3.0,0.0,0.0,0.0,106.0,0.0,indice masa corporala calculator,superlative_hits=3,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U003931.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U003678,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,Romania,cs,blog_post,,,Normální krevní tlak podle věku · Global Health,"Zjistěte, jaký krevní tlak je u dospělých normální, co se mění s věkem a kdy opakovaně zvýšené hodnoty konzultovat s lékařem.",Normální krevní tlak podle věku: užitečný průvodce bez zavádějících tabulek,1922.0,6.0,0.0,0.0,0.0,0.0,61.0,0.0,normální tlak,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U003678.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U004007,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,Romania,ro,blog_post,,,Ce scade tensiunea rapid: pași siguri · Global Health,"Ce faceți după o valoare mare, când sunați la 112 și de ce nu luați captopril, doze suplimentare ori remedii improvizate.",Ce scade tensiunea rapid? Pași siguri și când sunați la 112,1557.0,4.0,0.0,0.0,0.0,0.0,56.0,0.0,ce scade tensiunea imediat,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U004007.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U003878,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,Romania,es,blog_post,,,Presión arterial normal por edad en adultos · Global Health,"Descubra qué presión arterial se considera normal en adultos, qué cambia con la edad y cuándo debe consultar las cifras elevadas repetidas.","Presión arterial normal: guía útil por edad, sin tablas engañosas",2340.0,6.0,0.0,0.0,0.0,0.0,51.0,0.0,presion arterial normal,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U003878.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000302,https://www.myglobalhealth.online/brazil/en,https://www.myglobalhealth.online/brazil/en,Brazil,en,market_home,,,Online Doctor in Brazil | Video Consultations,"Video consultations with a CRM-registered doctor in Brazil. General care, prescription renewal and test requests depending on clinical assessment. Check times and price.",Online medical care in Brazil,1747.0,5.0,1.0,2.8620492272467084,5.0,0.0,544.0,0.0,medical appointment,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000302.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|Organization|BreadcrumbList|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000484,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,Brazil,pt,tool,,,Calculadora Gestacional e de Gravidez Brasil | DPP,"Calculadora gestacional grátis: veja de quantas semanas você está e a data provável do parto (DPP) a partir da última menstruação, ajustada ao seu ciclo.",Calculadora gestacional Brasil,1852.0,8.0,0.0,4.859611231101512,9.0,0.0,381.0,0.0,calculadora gestacional,soft_404_signal,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000484.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
U000481,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,Brazil,pt,tool,,,Pressão Arterial Normal Brasil | Tabela de Valores,"Compare sua pressão sistólica e diastólica com a tabela para adultos. Veja a categoria, o que ela significa e quais medidas exigem atendimento médico no mesmo dia.",Pressão arterial normal Brasil,1950.0,8.0,2.0,6.153846153846154,12.0,0.0,94.0,0.0,tabela de pressão arterial,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000481.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalWebPage|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem,index
HOME-BR,https://www.myglobalhealth.online/brazil/pt,https://www.myglobalhealth.online/brazil/pt,Brazil,pt,market_home,,,Médico Online no Brasil | Consulta por Vídeo · Global Health,"Consulta por videochamada com médico registrado no CRM. Clínica geral, renovação de receita e pedido de exames conforme avaliação clínica. Veja horários e preço.",Cuidados médicos online no Brasil,1869.0,5.0,1.0,4.280363830925628,8.0,0.0,56.0,0.0,minha clinica help global,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/HOME-BR.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|MedicalOrganization|MedicalOrganization|Country|Organization|BreadcrumbList|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000444,https://www.myglobalhealth.online/brazil/pt/faq,https://www.myglobalhealth.online/brazil/pt/faq,Brazil,pt,faq,,,Perguntas frequentes — Brasil · Global Health,"Brasil — Agendamentos, pagamentos, consultas, privacidade e quando o atendimento online não é a opção certa. Não encontrou o que precisa? Fale com a gente.","Respostas, sem linguagem de marketing.",2310.0,18.0,0.0,8.225108225108226,19.0,0.0,36.0,0.0,clinic global health,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000444.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|BreadcrumbList|ListItem|ListItem|ListItem,index
U000306,https://www.myglobalhealth.online/brazil/en/blog/does-an-attendance-certificate-excuse-an-absence-the-difference-from-a-medical-c,https://www.myglobalhealth.online/brazil/en/blog/does-an-attendance-certificate-excuse-an-absence-the-difference-from-a-medical-c,Brazil,en,blog_post,,,Attendance Certificate and Absences: What the Law Says,"The difference between an attendance certificate and a medical certificate, when the CLT guarantees an absence, what the certificate must include, and what a doctor can state.",Does an Attendance Certificate Excuse an Absence? The Difference from a Medical Certificate and What the CLT Guarantees,2065.0,4.0,0.0,6.295399515738499,13.0,0.0,32.0,0.0,sim,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000306.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
U000433,https://www.myglobalhealth.online/brazil/pt/blog/solicitacao-de-exames-laboratoriais-online,https://www.myglobalhealth.online/brazil/pt/blog/solicitacao-de-exames-laboratoriais-online,Brazil,pt,blog_post,,,Solicitação de exames laboratoriais: como funciona,"Solicitação de exames laboratoriais: o que o pedido médico precisa conter, como funciona em PDF assinado digitalmente e quando o exame é feito sem pedido.",Solicitação de exames laboratoriais: como funciona o pedido médico,2424.0,6.0,2.0,8.25082508250825,20.0,0.0,29.0,0.0,solicitação de exames laboratoriais,none,top10_market,seo/tracking/raw/2026-09-15/A2-probe/text/U000433.txt,MedicalOrganization|ImageObject|Country|Country|Country|Country|Country|Country|ContactPoint|PostalAddress|PropertyValue|PropertyValue|PropertyValue|WebSite|Article|MedicalWebPage|Person|MedicalOrganization|PropertyValue|EducationalOccupationalCredential|Organization|Organization|ImageObject|Thing|Organization|MedicalOrganization|BreadcrumbList|ListItem|ListItem|ListItem|FAQPage|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer|Question|Answer,index
