"url","page_role","locale","primary_keyword","keyword_source","priority","status","cannibalisation_control"
"https://www.myglobalhealth.online/romania/en/tools/ovulation-calculator","tool","en","Ovulation calculator Romania","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/en/tools/sore-throat-checker","tool","en","Tonsillitis and strep throat checker Romania","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es","home","es","cita medico","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/about","about","es","Sobre Global Health Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog","blog","es","Guías de salud de médicos colegiados.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/carta-medica-rumania","article","es","El informe médico en Rumanía: quién lo emite, qué contiene y para qué sirve","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/como-bajar-tension-alta-seguridad-rumania","article","es","Cómo bajar la tensión alta con seguridad: qué hacer en Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/diabetes-la-enfermedad-silenciosa-4","article","es","Diabetes: La Enfermedad Silenciosa","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/enfermedades-cronicas-programas-nacionales-rumania","article","es","Enfermedades crónicas y los programas nacionales de salud en Rumanía: cómo funcionan","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/medical-review-policy","article","es","Cómo redactamos y revisamos el contenido médico","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas","article","es","hipertension arterial valores normales","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/blog/tension-baja-por-que-aparece-que-hacer-en-el-momento-y-cuando-no-esperar-mas","article","es","Tensión baja: por qué aparece, qué hacer en el momento y cuándo no esperar más","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/book","book","es","not applicable","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/careers","careers","es","Empleo en Global Health","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/contact","contact","es","Contacto con Global Health Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/doctors","doctors","es","Médicos que realmente responden.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/doctors/dr-alexandra-palaga","doctor","es","Dr Alexandra Palaga","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/es/doctors/dr-andreea-lorena-bica","doctor","es","Dr Andreea Lorena Bica","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/es/doctors/dr-robert-gabriel-brindus","doctor","es","Dr Robert Gabriel Brindus","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/es/gp-consultation-online","gp-consultation-online","es","Consulta Médica Online en Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/lab-tests","lab-tests","es","Resultados de laboratorio, revisados por nuestros médicos.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal","legal","es","Información legal.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal/complaints-procedure","legal","es","Procedimiento de Reclamaciones","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal/privacy-policy","legal","es","Política de Privacidad","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal/refund-policy","legal","es","Política de Reembolso","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/legal/terms-of-service","legal","es","Términos y Condiciones","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/press","press","es","Prensa y medios","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/pricing","pricing","es","Atención que se renueva con usted","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/see-a-specialist","see-a-specialist","es","Conoce a nuestros registrados especialistas.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/services/a-doua-opinie-medicala","service","es","Segunda opinión médica","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/boli-cronice-online","service","es","Seguimiento de enfermedades crónicas","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/caderea-parului-online","service","es","Valoración de la caída del cabello","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/consultatie-dermatologica","service","es","Valoración inicial de problemas de piel","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/consultatie-neurologie","service","es","Consulta de neurología online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/consultatie-pediatrie","service","es","Consulta con pediatra online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/controlul-greutatii","service","es","Consulta médica sobre el peso","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/dureri-musculo-scheletice","service","es","Valoración del dolor muscular y articular","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/evaluare-durere","service","es","Evaluación especializada del dolor — consulta online","editorial label","HOLD","hold: no approved doctor","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/medic-online-romania","service","es","Consulta médica online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/medic-pediatru-online","service","es","Consulta de medicina general para niños","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/medicina-calatoriei","service","es","Consulta médica antes de viajar","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/reinnoire-tratament","service","es","Revisión para renovar un tratamiento","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/sanatate-mintala-online","service","es","Valoración general de salud mental","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/sanatatea-barbatului-online","service","es","Consulta de salud del hombre","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/sanatatea-femeii-online","service","es","Consulta de salud de la mujer","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/services/trimiteri-si-investigatii","service","es","Orientación sobre pruebas y derivaciones","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/es/tools/adhd-test","tool","es","Test de TDAH Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/blood-pressure-chart","tool","es","calculator tensiune","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","tool","es","bmi calculator romana","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/calorie-calculator","tool","es","calculator calorii consumate","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/due-date-calculator","tool","es","Calculadora de embarazo Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/osteoporosis-risk-checker","tool","es","Riesgo de osteoporosis Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/ovulation-calculator","tool","es","Calculadora de ovulación Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/es/tools/sore-throat-checker","tool","es","Test de amigdalitis y dolor de garganta Rumanía","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt","home","pt","Cuidados médicos online na Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/about","about","pt","Sobre a Global Health Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog","blog","pt","Guias de saúde de médicos registados.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/carta-medica-romenia","article","pt","A carta médica na Roménia: quem a emite, o que contém e para que serve","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/como-baixar-tensao-alta-seguranca-romenia","article","pt","Como baixar a tensão alta com segurança: o que fazer na Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/diabetes-a-doenca-silenciosa-4","article","pt","Diabetes: A Doença Silenciosa","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/doencas-cronicas-programas-nacionais-romenia","article","pt","Doenças crónicas e os programas nacionais de saúde na Roménia: como funcionam","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/medical-review-policy","article","pt","Como escrevemos e revemos conteúdos médicos","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/tensao-arterial-normal-guia-util-por-idade-sem-tabelas-falsas","article","pt","Tensão arterial normal: guia útil por idade, sem tabelas falsas","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/blog/tensao-baixa-porque-acontece-o-que-fazer-na-hora-e-quando-nao-esperar-mais","article","pt","Tensão baixa: porque acontece, o que fazer na hora e quando não esperar mais","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/book","book","pt","not applicable","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/careers","careers","pt","Carreiras na Global Health","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/contact","contact","pt","Contactos da Global Health Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/doctors","doctors","pt","Médicos que realmente atendem.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/doctors/dr-alexandra-palaga","doctor","pt","Dr Alexandra Palaga","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/pt/doctors/dr-andreea-lorena-bica","doctor","pt","Dr Andreea Lorena Bica","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/pt/doctors/dr-robert-gabriel-brindus","doctor","pt","Dr Robert Gabriel Brindus","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/pt/gp-consultation-online","gp-consultation-online","pt","Consulta Médica Online em Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/lab-tests","lab-tests","pt","Resultados de análises, revistos pelos nossos médicos.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal","legal","pt","Informação legal.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/complaints-procedure","legal","pt","Procedimento de Reclamações","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/privacy-policy","legal","pt","Política de Privacidade","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/refund-policy","legal","pt","Política de Reembolso","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/legal/terms-of-service","legal","pt","Termos e Condições","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/press","press","pt","Imprensa e media","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/pricing","pricing","pt","Cuidados que se renovam consigo","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/see-a-specialist","see-a-specialist","pt","Conheça os nossos registados especialistas.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/services/a-doua-opinie-medicala","service","pt","Segunda opinião médica","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/boli-cronice-online","service","pt","Acompanhamento de doenças crónicas","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/caderea-parului-online","service","pt","Avaliação da queda de cabelo","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-dermatologica","service","pt","Avaliação inicial de problemas de pele","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-neurologie","service","pt","Consulta de neurologia online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/consultatie-pediatrie","service","pt","Consulta com pediatra online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/controlul-greutatii","service","pt","Consulta médica sobre o peso","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/dureri-musculo-scheletice","service","pt","Avaliação de dores musculares e articulares","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/evaluare-durere","service","pt","Avaliação especializada da dor — consulta online","editorial label","HOLD","hold: no approved doctor","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/medic-online-romania","service","pt","Consulta médica online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/medic-pediatru-online","service","pt","Consulta de medicina geral para crianças","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/medicina-calatoriei","service","pt","Consulta médica antes de viajar","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/reinnoire-tratament","service","pt","Avaliação para renovar o tratamento","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/sanatate-mintala-online","service","pt","Avaliação geral de saúde mental","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/sanatatea-barbatului-online","service","pt","Consulta de saúde do homem","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/sanatatea-femeii-online","service","pt","Consulta de saúde da mulher","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/services/trimiteri-si-investigatii","service","pt","Orientação sobre exames e referenciação","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/pt/tools/adhd-test","tool","pt","Teste de PHDA Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/blood-pressure-chart","tool","pt","tabela de medição de tensão arterial","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/bmi-calculator","tool","pt","Calculadora de IMC Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/calorie-calculator","tool","pt","calorias","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/due-date-calculator","tool","pt","Calculadora da data do parto Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/osteoporosis-risk-checker","tool","pt","Risco de osteoporose Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/ovulation-calculator","tool","pt","Calculadora de ovulação Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/pt/tools/sore-throat-checker","tool","pt","Amigdalite e dor de garganta Roménia","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro","home","ro","medic online","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/about","about","ro","Despre Global Health România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog","blog","ro","Ghiduri de sănătate de la medici înregistrați.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate","article","ro","boli cronice incluse in programul national de sanatate","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur","article","ro","ce scade tensiunea imediat","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/diabetul-boala-tacuta","article","ro","Diabetul: Boala Tăcută","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/medical-review-policy","article","ro","Cum redactăm și revizuim conținutul medical","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/scrisoare-medicala-cine-o-elibereaza","article","ro","scrisoare medicală","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti","article","ro","calculator tensiune arteriala in functie de varsta","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/blog/tensiune-mica-cauze-ce-sa-faci-cand-mergi-la-medic","article","ro","Tensiune mică: de ce apare, ce faci pe loc și când nu mai aștepți","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/book","book","ro","not applicable","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/careers","careers","ro","Cariere la Global Health","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/contact","contact","ro","Contact — Global Health România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/doctors","doctors","ro","Medici care chiar răspund.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/doctors/dr-alexandra-palaga","doctor","ro","Dr Alexandra Palaga","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/ro/doctors/dr-andreea-lorena-bica","doctor","ro","Dr Andreea Lorena Bica","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/ro/doctors/dr-robert-gabriel-brindus","doctor","ro","Dr Robert Gabriel Brindus","master","P1","draft ready","Clinician name only"
"https://www.myglobalhealth.online/romania/ro/faq","faq","ro","global health","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/gp-consultation-online","gp-consultation-online","ro","Consultație Medicală Online în România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/lab-tests","lab-tests","ro","Rezultate de laborator, verificate de medicii noștri.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal","legal","ro","Informații legale.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/complaints-procedure","legal","ro","Procedura de Reclamații","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/medical-disclaimer","legal","ro","Medical Disclaimer","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/privacy-policy","legal","ro","Politica de Confidențialitate","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/refund-policy","legal","ro","Politica de Rambursare","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/legal/terms-of-service","legal","ro","Termeni și Condiții","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/press","press","ro","Presă și media","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/pricing","pricing","ro","Îngrijire care se reînnoiește împreună cu dumneavoastră","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/see-a-specialist","see-a-specialist","ro","Cunoaște înregistrații specialiști.","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/services/a-doua-opinie-medicala","service","ro","A doua opinie medicală","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/boli-cronice-online","service","ro","Monitorizarea bolilor cronice","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/caderea-parului-online","service","ro","Evaluare pentru căderea părului","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-dermatologica","service","ro","Evaluare inițială a problemelor de piele","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-neurologie","service","ro","Consultație de neurologie online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/consultatie-pediatrie","service","ro","Consultație cu medic pediatru online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/controlul-greutatii","service","ro","Consultație pentru controlul greutății","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/dureri-musculo-scheletice","service","ro","Evaluarea durerilor musculare și articulare","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/evaluare-durere","service","ro","Evaluare specializată a durerii — consultație online","editorial label","HOLD","hold: no approved doctor","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/medic-online-romania","service","ro","Consultație medicală online","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/medic-pediatru-online","service","ro","Consultație generală pentru copii","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/medicina-calatoriei","service","ro","Consultație de medicină de călătorie","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/reinnoire-tratament","service","ro","Evaluare pentru reînnoirea tratamentului","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/sanatate-mintala-online","service","ro","Evaluare generală a sănătății mintale","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/sanatatea-barbatului-online","service","ro","Consultație pentru sănătatea bărbatului","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/sanatatea-femeii-online","service","ro","Consultație pentru sănătatea femeii","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/services/trimiteri-si-investigatii","service","ro","Orientare pentru investigații și trimiteri","master","P1","draft ready","One clinical service intent; preserve GP/specialist distinction"
"https://www.myglobalhealth.online/romania/ro/tools/adhd-test","tool","ro","adhd adulti romania","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/blood-pressure-chart","tool","ro","Tensiune arterială normală România","editorial label","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","tool","ro","bmi calculator romania","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
"https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","tool","ro","calculator calorii","master","P2","retain pending targeted editorial review","Retain current information intent; no commercial keyword stuffing"
