"url","page_type","topic","title","meta_description","h1","subheadings","content_length","primary_cta","secondary_cta","trust_signals","safety_content","faq_count","schema_types","indexable","canonical","internal_links","ranking_keyword_count","estimated_traffic","referring_domains","observed_at","notes"
"https://www.webdoctor.ie/health-hq/deskercise-office-workout/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dot-ie-awards/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dot-ie-winner/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dr-mooneys-handy-dandy-festival-survival-guide/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dry-january-no-alcohol/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dry-january-tips/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/dry-skin/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/eczema-flare-ups-triggers-and-treatments/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/eir-spider-winner/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/eirspider-use-mobile-technology/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/erectile-dysfunction/","supporting_article","erectile dysfunction","","","Erectile dysfunction","","","Read guidance","Treatment pathway","Editorial context","Clinical cautions","","Article|WebPage|BreadcrumbList","true","self","Men's health pathway","","","","2026-08-25","Observed cluster example"
"https://www.webdoctor.ie/health-hq/flu-and-cold-symptoms-remedies/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/flu/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:22:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/headaches/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/health-benefits-of-humour/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/healthy-pancake-tuesday/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/healthy-snacks-to-help-beat-the-sweets/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/high-blood-pressure-i/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/high-blood-pressure-ii/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/hiking-equipment-101/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/hiking-in-ireland-a-beginners-guide/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/how-do-i-know-if-i-have-an-overactive-thyroid/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/how-to-ease-a-festive-hangover/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:20:32+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/how-video-consults-work/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/identify-a-stroke/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/international-womens-day/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/keep-your-vagina-healthy/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-05-16T16:41:39+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/listen-to-your-body/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/live-video-consultations-with-irish-based-doctors-anytime-anywhere/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/lower-cholesterol/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/managing-sleep-during-long-summer-days/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/meet-the-doctors/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/menopausal-vaginal-dryness/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/mental-health/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/mindfulness-meditation/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/mindfulness/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/national-no-smoking-day/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/national-workplace-wellbeing-day-2017/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/natural-energy-boost/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/online-doctor-webdoctor-national-health-watch-march-2022/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/peri-anal-itch/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T12:10:10+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/pneumonia/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/small-swaps-for-more-daily-movement/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/sore-throat/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:04:40+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/st-patricks-day-hangover/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/sti-std-how-to-recognise-them/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/stress-in-the-workplace/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/stress-management-techniques/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/summer-health-tips/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/superfood-salad-recipe/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/testicular-cancer-self-exam-guide/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/the-10-best-stress-relieving-foods-sold-in-irish-supermarkets/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/the-benefits-of-dancing/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/thyroid-causing-symptoms/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/upset-stomach/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:17:12+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/web-awards-2015/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/weight-loss-doctors-advice/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:13:02+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/weight-loss/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-06-04T18:19:35+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/what-is-sepsis/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/what-type-of-contraception-to-use/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:52+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/womens-health-what-to-look-out-for-as-we-age/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/work-burnout-symptoms/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/health-hq/work-life-balance-tips/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:51+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/healthcare-plans/","commercial_service","healthcare plans","","","Healthcare plans","plan benefits|how it works","","View plans","Corporate care","Visible plan proposition","","","WebPage|BreadcrumbList|AggregateRating","true","self","Commercial navigation","","","","2026-08-25","Observed live"
"https://www.webdoctor.ie/healthy-weight-loss-ireland-guide/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/high-blood-pressure-diet-tips-ireland/","editorial/supporting","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/post-sitemap.xml; lastmod 2026-08-03T19:18:49+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/","commercial_hub","home test kits","","","Home health test kits Ireland","","","Browse kits","","Visible product pathway","Test limitations","","WebPage|BreadcrumbList|AggregateRating","true","self","Test products and related guidance","","","","2026-08-25","Ranks first for home blood test ireland in OpenSEO live SERP"
"https://www.webdoctor.ie/home-test-kits/amh-ovarian-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:34:30+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/chlamydia-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:21:44+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/cholesterol-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:23:05+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/hiv-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:33:18+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/kidney-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-06-11T07:39:53+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/liver-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:37:45+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/mens-health-tests/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:39:34+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/psa-prostate-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:49:44+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/sti-std-home-tests/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:51:03+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/thyroid-home-test/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:51:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/home-test-kits/womens-health-tests/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T12:05:53+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/hpv-vaccination-service/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-04T18:42:48+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
"https://www.webdoctor.ie/hypothyroidism-treatment/","commercial or topic page","","","","","","","","","","","","","Not page-checked","Unavailable","","","","","2026-08-25","Sitemap-discovered inventory row from https://www.webdoctor.ie/page-sitemap.xml; lastmod 2026-05-03T11:35:50+00:00. Not part of the 20-page deep template sample; page-level fields and OpenSEO URL metrics unavailable."
