"key","url","locale","payload_sha256","reviewer_doctor_id","reviewed_at","approved_sha256","status","rule","source"
"service:justificante-medico-online","https://www.myglobalhealth.online/spain/es/services/justificante-medico-online","es","d742488d4886abc2e6251868c18b58a13dbcd8fcb9385efadcadadb83f1ec795","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-justificante-medico-online-ES.json"
"service:psiquiatra-online","https://www.myglobalhealth.online/spain/es/services/psiquiatra-online","es","e47696a32a68bbaacd022be1d185ebcbc60ac4f2e1d323b91a077ba913467ea9","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-psiquiatra-online-ES.json"
"service:segunda-opinion-medica","https://www.myglobalhealth.online/spain/es/services/segunda-opinion-medica","es","73883d002c1b53c1ed8b4a6b1c9b33eeb49bf37efb3f09b7c1226759338d8065","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-segunda-opinion-medica-ES.json"
"doctor:dr-alfredo-del-valle","https://www.myglobalhealth.online/spain/pt/doctors/dr-alfredo-del-valle","pt","076560be53d796b81c2bff313c37a3feac7f1a6019a826c908a288d23abd5631","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-alfredo-del-valle-PT.json"
"doctor:dr-eduardo-olivas","https://www.myglobalhealth.online/spain/pt/doctors/dr-eduardo-olivas","pt","5396fb64890e88eb9060ce655b22be7d12918c41f39d1d048806fc3b40e25e19","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-eduardo-olivas-PT.json"
"doctor:dr-eszter-szilagyi","https://www.myglobalhealth.online/spain/pt/doctors/dr-eszter-szilagyi","pt","b25aca445619f0ebfe5bb81c5c0399afb31912b3314f0471287ceb4566d82560","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-eszter-szilagyi-PT.json"
"doctor:dr-fabiana-cornejo","https://www.myglobalhealth.online/spain/pt/doctors/dr-fabiana-cornejo","pt","d3c7ded0ae45aa5ee3f5f8d5769ee1737bc8ad33a7a3f0e9663c07da6fd693d4","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-fabiana-cornejo-PT.json"
"doctor:dr-fidel-mesa-prado","https://www.myglobalhealth.online/spain/pt/doctors/dr-fidel-mesa-prado","pt","9e3e32b60e1760145a5747cf023c218c9eb00734bad5ca63039a418dd603ff1c","","","","held: No current open appointment; retain routing and assignments","ledger §43.4–43.5","raw/api/doctors-dr-fidel-mesa-prado-PT.json"
"doctor:dr-javier-villarte-betancor","https://www.myglobalhealth.online/spain/pt/doctors/dr-javier-villarte-betancor","pt","f2b0d551482cdaed5c0bfeec05b0699ead43fa324dcbc2200a3800165e408190","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-javier-villarte-betancor-PT.json"
"doctor:dr-leandro-wang","https://www.myglobalhealth.online/spain/pt/doctors/dr-leandro-wang","pt","a976aef008ee4e4dcef14aa4d29063f3004c72ec12fb59d09931b24705a20f2d","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-leandro-wang-PT.json"
"doctor:dr-luz-marina-zuluaga-rios","https://www.myglobalhealth.online/spain/pt/doctors/dr-luz-marina-zuluaga-rios","pt","595e284578ff51cb3e8cf4b3b05d92ae1d4f9008114595ccdc5846e75afe5104","","","","held: Current exercise status discrepancy","ledger §43.4–43.5","raw/api/doctors-dr-luz-marina-zuluaga-rios-PT.json"
"doctor:dr-maria-fernanda-ocampo-mora","https://www.myglobalhealth.online/spain/pt/doctors/dr-maria-fernanda-ocampo-mora","pt","95cb425ed24113ca6e43e7a1ebd0c2a329733ea448e750fee7db952cb1a9f345","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-maria-fernanda-ocampo-mora-PT.json"
"doctor:dr-romulo-brito","https://www.myglobalhealth.online/spain/pt/doctors/dr-romulo-brito","pt","da642b188881529c0bc09976b9577d31fea6a1cd59523c163589966546e28775","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-romulo-brito-PT.json"
"doctor:dr-silvina-irale","https://www.myglobalhealth.online/spain/pt/doctors/dr-silvina-irale","pt","35e0ac3088d854f7785855845b3e7bfe75fb74fcbaef09b274c80159bbac727f","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-silvina-irale-PT.json"
"doctor:dr-syed-tahir","https://www.myglobalhealth.online/spain/pt/doctors/dr-syed-tahir","pt","05d969e7d5af7de3e5727bde0e6c14b9b0afc5ef5aa9dfa0be635ed27e4deb91","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-syed-tahir-PT.json"
"doctor:dr-tomas-ruiz-palacios","https://www.myglobalhealth.online/spain/pt/doctors/dr-tomas-ruiz-palacios","pt","677541fc31e5dbb5f36504be90d7da30bddb8ef01da6e9a18de6fb9bb2677c95","","","","held: Official registration not independently verified","ledger §43.4–43.5","raw/api/doctors-dr-tomas-ruiz-palacios-PT.json"
"service:consulta-diagnotico-vascular","https://www.myglobalhealth.online/spain/pt/services/consulta-diagnotico-vascular","pt","768a80db404b2b82b3504fb13171017dbce863f1daf4b3ff14c6ee01f3ecad5e","","","","held: Specialist scope unresolved: CGCOM lists assigned doctor as Médico General","ledger §43.4–43.5","raw/api/services-consulta-diagnotico-vascular-PT.json"
"service:consulta-flebologia-y-linfologia","https://www.myglobalhealth.online/spain/pt/services/consulta-flebologia-y-linfologia","pt","4dcf94895c031c7f87277d22525341ea33295753118d60734189f892c947be1e","","","","held: Specialist scope unresolved: CGCOM lists assigned doctor as Médico General","ledger §43.4–43.5","raw/api/services-consulta-flebologia-y-linfologia-PT.json"
"service:consulta-medica-online","https://www.myglobalhealth.online/spain/pt/services/consulta-medica-online","pt","f777d16e967d84ab84aeaaa4fcb73649bbabf0e86d00fa0e275c105633ae27e6","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-consulta-medica-online-PT.json"
"service:consulta-online-medicina-estetica","https://www.myglobalhealth.online/spain/pt/services/consulta-online-medicina-estetica","pt","d579c032c12843ee959d5a6ce794a4d1ea87088160f4c466822299cf1f29309a","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-consulta-online-medicina-estetica-PT.json"
"service:consulta-piel-online","https://www.myglobalhealth.online/spain/pt/services/consulta-piel-online","pt","89d196032ab4003a80553267ffee3b5eab4c9799543791b41f36d457ca746cd9","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-consulta-piel-online-PT.json"
"service:consulta-salud-vascular-circulatoria","https://www.myglobalhealth.online/spain/pt/services/consulta-salud-vascular-circulatoria","pt","dafd48f83bf9e6f86fd9cfdb83a6a98e8e2a7ebd700df3eb2b71549d8eb3930d","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-consulta-salud-vascular-circulatoria-PT.json"
"service:dermatologia-especialista-online","https://www.myglobalhealth.online/spain/pt/services/dermatologia-especialista-online","pt","39cf74ee598d7929f42d03017b893dd8c955acf01acb5600f8f685b4bcb284cb","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-dermatologia-especialista-online-PT.json"
"service:justificante-medico-online","https://www.myglobalhealth.online/spain/pt/services/justificante-medico-online","pt","98b098741e70c7cced2dca095c2edbb8bc44f762fd8a2efe15ea111b16225314","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-justificante-medico-online-PT.json"
"service:psiquiatra-online","https://www.myglobalhealth.online/spain/pt/services/psiquiatra-online","pt","8f5699ae937435f05deabcaa726009d9ab91ee8c8842a9dc869b451732b328d4","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-psiquiatra-online-PT.json"
"service:segunda-opinion-medica","https://www.myglobalhealth.online/spain/pt/services/segunda-opinion-medica","pt","40a1b1c7945cfc9bba816a5989fc48123268882d75abb02bc265a8d477990856","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-segunda-opinion-medica-PT.json"
"doctor:dr-alfredo-del-valle","https://www.myglobalhealth.online/spain/ro/doctors/dr-alfredo-del-valle","ro","a59a27355880c016da9d4ca38a7880a4f1bfb6a2c1634a09a1ce73f96885e311","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-alfredo-del-valle-RO.json"
"doctor:dr-eduardo-olivas","https://www.myglobalhealth.online/spain/ro/doctors/dr-eduardo-olivas","ro","e9b6de151294cbfeac086d69dac8f33d59af4410d021cd04dfb7c98deea8b0cd","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-eduardo-olivas-RO.json"
"doctor:dr-eszter-szilagyi","https://www.myglobalhealth.online/spain/ro/doctors/dr-eszter-szilagyi","ro","5701ca6dd63f39f920b9ce4d82037b87ef2093365dc3004508ff3d4961c147c4","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-eszter-szilagyi-RO.json"
"doctor:dr-fabiana-cornejo","https://www.myglobalhealth.online/spain/ro/doctors/dr-fabiana-cornejo","ro","547ffae904b7dc1910df3ceda5bb27ac9e9b26f336baf382380b71b61e7577d4","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-fabiana-cornejo-RO.json"
"doctor:dr-fidel-mesa-prado","https://www.myglobalhealth.online/spain/ro/doctors/dr-fidel-mesa-prado","ro","1fac67fed30fd87ed44a07a5ec252c781d00844ef2a6f01f68992d1394dcbf0a","","","","held: No current open appointment; retain routing and assignments","ledger §43.4–43.5","raw/api/doctors-dr-fidel-mesa-prado-RO.json"
"doctor:dr-javier-villarte-betancor","https://www.myglobalhealth.online/spain/ro/doctors/dr-javier-villarte-betancor","ro","e56f8e9f67f4a913ae8fb7b1aef88077c8699e840143d1dcfff3119d04ef1d00","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-javier-villarte-betancor-RO.json"
"doctor:dr-leandro-wang","https://www.myglobalhealth.online/spain/ro/doctors/dr-leandro-wang","ro","9a20d242f151a22293c164a86fd64dd7aa61f9aa0d0e209bf00a460b9d76f904","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-leandro-wang-RO.json"
"doctor:dr-luz-marina-zuluaga-rios","https://www.myglobalhealth.online/spain/ro/doctors/dr-luz-marina-zuluaga-rios","ro","baf69ec8f438c7cd90ee04e913c0120252f2e4de20969bebac48ea26e13108eb","","","","held: Current exercise status discrepancy","ledger §43.4–43.5","raw/api/doctors-dr-luz-marina-zuluaga-rios-RO.json"
"doctor:dr-maria-fernanda-ocampo-mora","https://www.myglobalhealth.online/spain/ro/doctors/dr-maria-fernanda-ocampo-mora","ro","8f2d5573ca5500c0f85e1d8678080bcddf8c12db42e71619b0c50c10989be40a","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-maria-fernanda-ocampo-mora-RO.json"
"doctor:dr-romulo-brito","https://www.myglobalhealth.online/spain/ro/doctors/dr-romulo-brito","ro","d7a0d2bffe512090cf1a1e2851132265110ccb33b90ab522cc3182176863acda","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-romulo-brito-RO.json"
"doctor:dr-silvina-irale","https://www.myglobalhealth.online/spain/ro/doctors/dr-silvina-irale","ro","7d7359dd85b284c33648b4cc77e270a4347cac272ccdbf45edf11ac36393325b","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-silvina-irale-RO.json"
"doctor:dr-syed-tahir","https://www.myglobalhealth.online/spain/ro/doctors/dr-syed-tahir","ro","65a4a024fa670d8f25e490f8250c3a832b1e16d51ffdd55ec400f66c16006ab1","","","","pending named clinical review","ledger §43.4–43.5","raw/api/doctors-dr-syed-tahir-RO.json"
"doctor:dr-tomas-ruiz-palacios","https://www.myglobalhealth.online/spain/ro/doctors/dr-tomas-ruiz-palacios","ro","4f27092f18628cc52705cd9d452b70fc7316576675d0f54fdca6272728bdf8fd","","","","held: Official registration not independently verified","ledger §43.4–43.5","raw/api/doctors-dr-tomas-ruiz-palacios-RO.json"
"service:cardiologo-online","https://www.myglobalhealth.online/spain/ro/services/cardiologo-online","ro","b31f207b03b3601f0621e66e745503d0e33a9ce2c1198d1e3d8aeb11a916c4db","","","","held: No current open appointment; retain routing and assignments","ledger §43.4–43.5","raw/api/services-cardiologo-online-RO.json"
"service:consulta-diagnotico-vascular","https://www.myglobalhealth.online/spain/ro/services/consulta-diagnotico-vascular","ro","1d5a8b0e5b2db52d587e7eb8320ccfff352c5b22361917a4309bfef5eaa53478","","","","held: Specialist scope unresolved: CGCOM lists assigned doctor as Médico General","ledger §43.4–43.5","raw/api/services-consulta-diagnotico-vascular-RO.json"
"service:consulta-flebologia-y-linfologia","https://www.myglobalhealth.online/spain/ro/services/consulta-flebologia-y-linfologia","ro","3559b2eec95b8d18cf001a3120a2393f8fa25a9e1f82f7c47d2bd41216dc11ff","","","","held: Specialist scope unresolved: CGCOM lists assigned doctor as Médico General","ledger §43.4–43.5","raw/api/services-consulta-flebologia-y-linfologia-RO.json"
"service:consulta-medica-online","https://www.myglobalhealth.online/spain/ro/services/consulta-medica-online","ro","5a0de5e59cab8c64c395bab532751105704b62ff62af2172c09902c245f457f0","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-consulta-medica-online-RO.json"
"service:consulta-online-medicina-estetica","https://www.myglobalhealth.online/spain/ro/services/consulta-online-medicina-estetica","ro","931f6c4ed6c7124353fc5ff595304c78212215960cb5f94fb943e8396508603a","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-consulta-online-medicina-estetica-RO.json"
"service:consulta-piel-online","https://www.myglobalhealth.online/spain/ro/services/consulta-piel-online","ro","bcaff5d4b62e98588d11302919440aa72185bd1fc7c520fe548957dacd2238d7","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-consulta-piel-online-RO.json"
"service:consulta-salud-vascular-circulatoria","https://www.myglobalhealth.online/spain/ro/services/consulta-salud-vascular-circulatoria","ro","b22ac94ea4a4217029c6f382dffa08a2297512127e2cee96ae435282b4750827","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-consulta-salud-vascular-circulatoria-RO.json"
"service:dermatologia-especialista-online","https://www.myglobalhealth.online/spain/ro/services/dermatologia-especialista-online","ro","70dd31cf65e5c745e1b920d3e2dd420a884127a7c5bb71fe4625e46ca4d24ea0","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-dermatologia-especialista-online-RO.json"
"service:justificante-medico-online","https://www.myglobalhealth.online/spain/ro/services/justificante-medico-online","ro","98844fbdd68d92483b02d6dbddfee4c408deff1c4e0d21d42895b0fd76bc86be","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-justificante-medico-online-RO.json"
"service:psiquiatra-online","https://www.myglobalhealth.online/spain/ro/services/psiquiatra-online","ro","47f501558daef5cd51df7e9c57fbe17a8cef6d5d38c85397eb6363d59604bab7","","","","pending named clinical review","ledger §43.4–43.5","raw/api/services-psiquiatra-online-RO.json"
"service:segunda-opinion-medica","https://www.myglobalhealth.online/spain/ro/services/segunda-opinion-medica","ro","2efc450d23c92a1e4325eead8d25a1aee30af3c0b0cdc490c65a1031dcf7629e","","","","held: Assigned clinician Luz: current exercise status discrepancy; operations clarification required","ledger §43.4–43.5","raw/api/services-segunda-opinion-medica-RO.json"
